investor,tps_raw,top_tier_targets,companies_hit,portfolio_size,tps,out_degree
Centre Capital Developpement,0.0402213664603152,2,1,2,0.0201106832301576,1.7562000000000002
Junos Innovation Fund,0.019914672866085455,1,1,1,0.019914672866085455,0.5162
Kraft Group,0.05957362248087495,1,1,3,0.01985787416029165,1.7706
The Column Group,0.1587911866618074,5,3,8,0.019848898332725923,4.6568
Frog & Peach Investments,0.019836577018580468,1,1,1,0.019836577018580468,0.5892
Astrolabe Ventures,0.019836577018580468,1,1,1,0.019836577018580468,0.5892
Tapit Partners,0.019807790319188303,1,1,1,0.019807790319188303,1.0098
Yuval Rechavi,0.019758809621715986,1,1,1,0.019758809621715986,1.0198
Ofer Adler,0.019758809621715986,1,1,1,0.019758809621715986,1.0198
Yaron Adler,0.019758809621715986,1,1,1,0.019758809621715986,1.0198
Chemi Peres,0.019758809621715986,1,1,1,0.019758809621715986,1.0198
Cubit Investments,0.019758809621715986,1,1,1,0.019758809621715986,0.5099
NewSchools Venture Fund,0.17664298345460705,5,1,9,0.019626998161623006,3.5210000000000004
Sun Mountain Capital,0.038990402237569395,2,1,2,0.019495201118784698,1.1985000000000001
CalCEF Clean Energy Angel Fund,0.07742260494933112,2,1,4,0.01935565123733278,1.9205999999999999
A Plus Finance,0.23204300115416088,2,4,12,0.01933691676284674,4.0917
Pentech Ventures,0.26992234541296195,2,2,14,0.019280167529497284,5.1800999999999995
Alexandra Investment Management,0.019260488592142994,1,1,1,0.019260488592142994,0.7048
Pentti Kouri,0.019260488592142994,1,1,1,0.019260488592142994,0.7048
Lu Pat Ng,0.019260488592142994,1,1,1,0.019260488592142994,0.7048
Bill Bradley,0.019260488592142994,1,1,1,0.019260488592142994,0.7048
KVK,0.019260488592142994,1,1,1,0.019260488592142994,0.7048
Murat Vargi,0.019260488592142994,1,1,1,0.019260488592142994,0.7048
Hunt Ventures,0.13458156146906267,4,2,7,0.019225937352723238,3.4445
Grotech Ventures,0.5356917207900446,5,6,28,0.01913184717107302,8.350999999999999
The Aurora Funds,0.15180134390091318,5,3,8,0.018975167987614148,3.2566
Accede Capital,0.03778889650503583,1,1,2,0.018894448252517914,2.6924
Access Venture Partners,0.26382838064138253,7,3,14,0.018844884331527322,5.1346
KH Growth Equity,0.01881657040753607,1,1,1,0.01881657040753607,2.1996
TechFund,0.037533846931553615,1,1,2,0.018766923465776807,0.6049
Quotidian Ventures,0.26202638587205673,3,1,14,0.018716170419432625,1.6215
Funk Ventures,0.03721216842024639,2,2,2,0.018606084210123195,2.1126
Evergreen Venture Partners,0.40924158208834915,4,3,22,0.018601890094924963,5.571000000000001
Sequel Venture Partners,0.18542924218124815,2,1,10,0.018542924218124816,2.3975
Iggy Fanlo,0.037064799025551265,1,1,2,0.018532399512775632,0.741
Amgen,0.24082507009892457,7,2,13,0.018525005392224965,3.8366
ARC Angel Fund,0.07383524561885821,3,1,4,0.018458811404714552,1.866
Sanderling Ventures,0.18407488708797792,5,2,10,0.01840748870879779,4.8659
Frontera Capital,0.054536180364516795,2,2,3,0.018178726788172266,5.4837
Baekeland Funds,0.054340925659074536,3,1,3,0.018113641886358178,2.6845
Consor Capital,0.05429149617093093,1,1,3,0.01809716539031031,1.5126
Innovacorp,0.07217003154846596,1,1,4,0.01804250788711649,1.1208
CDC Enterprises,0.1261234130417668,6,2,7,0.018017630434538114,3.7270000000000003
Eilon Tirosh,0.053598556892826055,2,1,3,0.017866185630942017,1.4241000000000001
Notion Capital,0.15982086529029743,2,2,9,0.017757873921144158,1.895
Sofinnova Partners,0.5327035388670074,9,3,30,0.017756784628900246,8.5348
Dan Scheinman,0.03549883402192677,1,1,2,0.017749417010963386,1.4973
Silicon Pastures,0.035484164445993574,1,1,2,0.017742082222996787,3.594
Enterprise Ireland,0.5317556822851935,5,3,30,0.017725189409506452,6.904
Gefinor Ventures,0.07044999525518104,3,3,4,0.01761249881379526,4.5222999999999995
Point Nine Capital,0.2236803055870101,3,2,13,0.017206177352846932,5.6532
Northzone,0.36100104476690154,6,3,21,0.017190525941281027,8.9443
New Markets Venture Partners,0.08588032717120027,2,1,5,0.017176065434240054,3.0652
John Hunt,0.017134014156785792,1,1,1,0.017134014156785792,1.163
Marc Simoncini,0.017134014156785792,1,1,1,0.017134014156785792,1.163
Novacap Investments,0.03413919519882309,1,1,2,0.017069597599411544,0.4337
Rincon Venture Partners,0.29009908872588325,5,4,17,0.01706465227799313,6.0744
The Institute for the Promotion of Innovation by Science and Technology in Flanders,0.016976940500549233,1,1,1,0.016976940500549233,0.6786
BAN Vlaanderen,0.016976940500549233,1,1,1,0.016976940500549233,0.6786
GIMV ARKIV ICT Fund,0.016976940500549233,1,1,1,0.016976940500549233,0.6786
The New Markets Growth Fund,0.04991401214562051,1,1,3,0.01663800404854017,2.3088
Janus,0.016618190981278612,1,1,1,0.016618190981278612,1.2186
Bridgescale Partners,0.0825342945552314,1,1,5,0.01650685891104628,0.5955
Midroc New Technology,0.016488459660312253,1,1,1,0.016488459660312253,1.2452
Pilot House Ventures,0.13166885414223745,1,1,8,0.01645860676777968,0.6064
Velocity Interactive Group,0.13094542968779774,2,1,8,0.016368178710974717,2.5371
Acartha Group,0.032270024789363846,1,1,2,0.016135012394681923,1.2717
Troika Ventures,0.04839339290158648,2,1,3,0.016131130967195494,0.9858
XAnge Private Equity,0.3542724932779426,2,2,22,0.01610329514899739,2.7318000000000002
Lifeline Ventures,0.09623421466672549,2,1,6,0.01603903577778758,1.7175
Ventech,0.3526149632559013,10,5,22,0.01602795287526824,9.379100000000001
Huron River Ventures,0.04801709500016221,2,1,3,0.016005698333387403,1.3044
Data Point Capital,0.09498299564107783,1,1,6,0.01583049927351297,3.1264
HomeAdvisor,0.0315896957632108,1,1,2,0.0157948478816054,0.3079
Angel Investors,0.0472260396365158,1,1,3,0.015742013212171935,2.7224000000000004
la Caixa,0.04699903355847624,1,1,3,0.01566634451949208,0.874
T-Venture Holding GmbH (Deutsche Telekom AG),0.015503335188961746,1,1,1,0.015503335188961746,0.594
VantagePoint Capital Partners,0.6034750289773819,6,4,39,0.015473718691727742,8.4213
RTI International,0.030946905813816306,1,1,2,0.015473452906908153,1.4316
Propulsion Ventures,0.06170832359866802,2,1,4,0.015427080899667005,1.1763
Labrador Ventures,0.27589850954028095,7,4,18,0.015327694974460052,7.1356
ArrowPath Venture Partners,0.1518494224530056,3,2,10,0.01518494224530056,2.7091
ERP Startfonds,0.09091623283327188,3,1,6,0.01515270547221198,4.136
Arthur Samberg,0.015151598304112893,1,1,1,0.015151598304112893,0.4842
Meakem Becker Venture Capital,0.13604739692832393,1,1,9,0.015116377436480437,0.5725
Enterprise Partners,0.1809721272584903,3,1,12,0.015081010604874191,2.4561
Piton Capital,0.0299723642454728,1,1,2,0.0149861821227364,2.6241000000000003
TriplePoint Capital,0.23925854745668662,4,2,16,0.014953659216042914,3.1437
Imlay Investments,0.13428490431562026,4,2,9,0.014920544923957807,3.6113
Athenian Venture Partners,0.0893154632571663,4,1,6,0.01488591054286105,4.319
Horizons Ventures,0.26431946675527046,9,2,18,0.014684414819737248,7.2784
SV Life Sciences,0.49589204012877297,9,6,34,0.01458506000378744,6.6198
Hatteras Venture Partners,0.08747914955956691,3,1,6,0.014579858259927818,2.676
MaRS Investment Accelerator Fund,0.07282503560976775,1,1,5,0.01456500712195355,1.131
Tech Coast Angels,0.38926754762009264,9,6,27,0.01441731657852195,11.7523
Enterprise Equity Limited,0.05761167306386267,2,1,4,0.014402918265965667,2.486
La FinanciÃÂ¨re de Brienne,0.02855168765261459,1,1,2,0.014275843826307295,1.2772
Janpieter Scheerder,0.014114095735605825,1,1,1,0.014114095735605825,1.0614999999999999
Mitsui & Co,0.04233912888485354,2,1,3,0.014113042961617847,2.2864
Rogers Ventures,0.05631097107008767,2,1,4,0.014077742767521918,2.47
DFJ Esprit,0.26598022326724363,3,1,19,0.013998959119328613,3.4569
Apax Partners,0.18196447478364788,3,1,13,0.013997267291049838,2.976
OÂReilly AlphaTech Ventures,0.08393846632525391,1,1,6,0.013989744387542318,0.6519
GBS Ventures,0.09770616348402042,2,1,7,0.01395802335486006,1.5852
ARCH Venture Partners,0.4868838604449732,11,5,35,0.01391096744128495,11.0596
Dow Venture Capital,0.0694163916249673,3,2,5,0.013883278324993458,3.5747
Canopy Ventures,0.05551275414493333,2,1,4,0.013878188536233332,0.9804
Gil Elbaz,0.08201236355424019,2,1,6,0.013668727259040031,1.4856
MuckerLab,0.08201236355424019,2,1,6,0.013668727259040031,1.4856
Fonds de solidaritÃ© FTQ,0.14914811287852603,3,3,11,0.013558919352593275,4.1665
Arboretum Ventures,0.16253866379256282,2,1,12,0.013544888649380235,1.2915
New Brunswick Innovation Foundation,0.027086784409419487,1,1,2,0.013543392204709744,0.7784
GrowthWorks Atlantic Venture Fund,0.027086784409419487,1,1,2,0.013543392204709744,0.7784
SOSventures,0.06740319406341069,1,1,5,0.013480638812682138,3.3024
DAG Ventures,0.4509161817169496,4,1,34,0.01326224063873381,3.3456
Rembrandt Venture Partners,0.2629856332022011,4,2,20,0.013149281660110054,3.704
SingTel Innov8,0.1172389609418174,2,1,9,0.013026551215757489,2.4714
Ambient Sound Investments,0.12962789312121584,2,2,10,0.012962789312121584,0.9913000000000001
Celtic House Venture Partners,0.18112629756309792,4,3,14,0.012937592683078423,7.3192
Gravity Ventures,0.05164841703903629,2,1,4,0.012912104259759073,2.8588
New Leaf Venture Partners,0.27929627461872997,6,3,22,0.01269528520994227,5.1265
Crescendo Ventures,0.10155227821619851,1,1,8,0.012694034777024814,1.5795
Bio*One Capital,0.05074655424017271,1,1,4,0.012686638560043177,1.0554000000000001
Latterell Venture Partners,0.1392864863735493,2,2,11,0.012662407852140845,4.5584999999999996
TiE Angels,0.1011565456512459,2,1,8,0.012644568206405738,1.2782
UPS Strategic Enterprise Fund,0.03778889650503583,1,1,3,0.012596298835011942,2.0193000000000003
Expansion Venture Capital,0.13709328238284904,4,1,11,0.012463025671168094,2.8168
Ouriel Ohayon,0.012354143411663876,1,1,1,0.012354143411663876,0.2469
Pierre Chappaz,0.012354143411663876,1,1,1,0.012354143411663876,0.2469
Novo A/S,0.20988674097612534,6,2,17,0.012346278880948549,4.7453
Enspire Capital,0.03697779094533137,1,1,3,0.012325930315110457,3.0228
Takeda Ventures,0.07272546260432053,2,1,6,0.012120910434053422,4.326
Forward Ventures,0.06001703148751897,2,1,5,0.012003406297503794,1.3721
Band of Angels,0.202225039302996,3,2,17,0.01189559054723506,1.9261
Phenomenelle Angels,0.035484164445993574,1,1,3,0.01182805481533119,3.594
Jaina Capital,0.0472260396365158,1,1,4,0.01180650990912895,2.0493
Michael Brehm,0.023330530722732206,1,1,2,0.011665265361366103,0.3553
RBC Venture Partners,0.09260624909288663,1,1,8,0.011575781136610829,0.6044
Osage University Partners,0.19609069202324061,2,1,17,0.01153474658960239,2.5128
Business Development Bank of Canada,0.09223154472959473,2,1,8,0.011528943091199341,1.5309
Investment Arm,0.05761167306386267,2,1,5,0.011522334612772533,3.1075000000000004
T2C2 Capital,0.03412923460445844,1,1,3,0.011376411534819482,1.8712
Draper & Associates,0.056412278753403294,1,1,5,0.011282455750680659,1.3166
QIC BioVentures,0.011249763058238098,2,1,1,0.011249763058238098,0.5348
Infinity Venture Partners,0.06740319406341069,1,1,6,0.011233865677235116,2.752
C&B Capital,0.04439616412725468,1,1,4,0.01109904103181367,0.9628
DeNovo Ventures,0.1327878465540387,4,2,12,0.011065653879503224,2.3843
Zygote Ventures,0.03302649881687825,1,1,3,0.011008832938959415,1.0577
SMBC Venture Capital,0.02195836824759253,1,1,2,0.010979184123796264,0.6967
Neostella capital,0.02195836824759253,1,1,2,0.010979184123796264,0.6967
CM-CIC Capital Prive,0.12060954071256183,1,1,11,0.010964503701141985,1.2084
Formative Ventures,0.08733606551013164,1,1,8,0.010917008188766454,0.9237
Partech Ventures,0.32607655139503805,5,3,30,0.010869218379834601,6.928
Seroba Kernel,0.06339585552634328,5,1,6,0.010565975921057213,1.7952000000000001
Advancit Capital,0.11570218350234283,1,1,11,0.010518380318394803,0.6303
Skypoint Capital,0.0943894637685149,2,2,9,0.010487718196501655,4.3210999999999995
New Mexico Angels,0.010424757140088045,1,1,1,0.010424757140088045,0.3047
EDC Equity,0.10346921729287058,3,1,10,0.010346921729287058,3.1695
Ontario Emerging Technologies Fund,0.04122762194356682,1,1,4,0.010306905485891705,1.1516
Pritzker Group Venture Capital,0.20481257277143727,2,2,20,0.010240628638571864,2.4760999999999997
Cultivian Ventures,0.020430697082060374,1,1,2,0.010215348541030187,1.7175
Growth Works,0.09185354712563161,2,1,9,0.010205949680625735,1.5246
Greg Coleman,0.020384512654599844,1,1,2,0.010192256327299922,1.098
CM-CIC Capital PrivÃÂ©,0.04067997366761491,1,1,4,0.010169993416903727,0.6556
SJF Ventures,0.08106131671695875,2,1,8,0.010132664589619844,1.4241000000000001
Vesbridge Partners,0.11128639085907087,2,1,11,0.010116944623551897,1.549
OCA Ventures,0.1817615152472046,7,3,18,0.010097861958178033,5.335
GREE Ventures,0.030138030211991775,1,1,3,0.010046010070663925,0.7682
JK&B Capital,0.15850100349574978,2,1,16,0.009906312718484361,1.0704
Eli Barkat,0.019758809621715986,1,1,2,0.009879404810857993,1.0198
Peterson Ventures,0.07895347860388381,1,1,8,0.009869184825485476,0.7816
T-Venture,0.29585122982542067,3,3,30,0.009861707660847355,5.9377
Prostor Capital,0.04926359981426698,1,2,5,0.009852719962853395,2.2662
Motorola Solutions Venture Capital,0.1863840546129867,5,2,19,0.009809687084894037,3.411
Neuhaus Partners,0.07839357738457757,3,2,8,0.009799197173072196,2.654
The Entrepreneurs' Fund III,0.04870737637608684,2,2,5,0.009741475275217367,2.3255
AgeChem Venture Fund,0.06746937254691633,1,1,7,0.00963848179241662,1.0478
Capital-E,0.05761167306386267,2,1,6,0.009601945510643778,2.486
Deutsche Bank,0.03778889650503583,1,1,4,0.009447224126258957,2.0193000000000003
Ascent Venture Partners,0.12226098328574411,4,4,13,0.009404691021980317,3.8015
Tech Capital Partners,0.037555301179061085,1,1,4,0.009388825294765271,1.5004
Murphree Venture Partners,0.018769786119667977,1,1,2,0.009384893059833989,1.1412
Sophia Eurolab,0.037533846931553615,1,1,4,0.009383461732888404,1.2098
Life Sciences Partners,0.15900734849752943,7,3,17,0.009353373441031142,9.5695
Braveheart Investment Group,0.02798055385600312,2,1,3,0.009326851285334373,0.9272
Amadeus Capital Partners,0.22371796613719003,4,2,24,0.009321581922382917,1.0767
News Corp,0.045502106582946664,1,1,5,0.009100421316589332,0.417
Peninsula Capital,0.018171567879675093,1,1,2,0.009085783939837546,1.7147999999999999
StageOne Ventures,0.026804555896091684,1,1,3,0.008934851965363895,0.4082
Kegonsa Capital Partners,0.03572495335278905,1,1,4,0.008931238338197263,0.311
Connecticut Innovations,0.20228506292486104,2,1,23,0.008795002735863523,2.4615
Yaletown Venture Partners,0.09665829413905346,2,1,11,0.008787117649004859,0.7912
ECentury Capital Partners,0.01738241303683253,1,1,2,0.008691206518416265,0.4982
Tony Cohen,0.008678443222301841,1,1,1,0.008678443222301841,0.3324
Wolf Hengst,0.008678443222301841,1,1,1,0.008678443222301841,0.3324
Safeguard Scientifics,0.1555635606995684,6,4,18,0.008642420038864911,5.7039
H&Q Asia Pacific,0.04233912888485354,2,1,5,0.008467825776970708,1.7147999999999999
NGN Capital,0.05074655424017271,1,1,6,0.008457759040028785,1.0554000000000001
Innoven Partners,0.03373267425283259,1,1,4,0.008433168563208148,2.1748
Forbion Capital Partners,0.08423572575639453,3,1,10,0.008423572575639453,5.2438
Miramar Venture Partners,0.10916445636181304,3,2,13,0.00839726587398562,1.9988000000000001
Velocity Equity Partners,0.03324881224138807,2,1,4,0.008312203060347018,0.7312
Masa Life Science Fund,0.016618190981278612,1,1,2,0.008309095490639306,1.4179
Nextstage Capital,0.05813170548627901,2,1,7,0.008304529355182716,2.1741
Mitsui Ventures,0.11469755100073929,3,2,14,0.00819268221433852,1.7645
Panorama Capital,0.09645515339170128,1,1,12,0.00803792944930844,3.3636
Early Stage Partners,0.07116663855419529,1,1,9,0.007907404283799477,0.3219
WS Investments,0.03930380138429642,3,1,5,0.007860760276859283,2.0625
Northcap,0.03907984889880179,1,1,5,0.007815969779760358,0.8848
Edmond de Rothschild Venture Capital,0.12272328348479969,6,2,16,0.0076702052177999806,4.0182
Prelude Trust,0.0304259893873979,1,1,4,0.007606497346849475,1.9767000000000001
MP Healthcare Venture Management,0.052270379663273386,4,1,7,0.007467197094753341,1.7952000000000001
Vista Ventures,0.05219360896097872,1,1,7,0.007456229851568389,1.132
Nippon Venture Capital,0.02195836824759253,1,1,3,0.007319456082530843,1.3448
Northwater Capital,0.07282503560976775,1,1,10,0.007282503560976775,0.5655
Apex Venture Partners,0.06470925608388535,3,2,9,0.0071899173426539275,2.543
Court Square Ventures,0.06451129595573714,2,1,9,0.007167921772859682,0.8346
Jerry Yang,0.03549883402192677,1,1,5,0.007099766804385355,0.9982
Slater Technology Fund,0.056458258398569425,2,1,8,0.007057282299821178,1.5516
Novartis Venture Fund,0.27100646711597726,13,3,39,0.006948883772204545,10.5127
Paladin Capital Group,0.09319506664173711,2,1,14,0.006656790474409794,1.333
NBC Universal,0.019914672866085455,1,1,3,0.006638224288695152,0.5162
Relay Ventures,0.1823793861105651,5,4,28,0.006513549503948753,5.4323999999999995
Clarus Ventures,0.0903798920286638,4,2,14,0.006455706573475986,3.3416
Argonaut Partners,0.019210109265947045,1,1,3,0.006403369755315681,0.699
Progress Ventures,0.019203296592261172,1,1,3,0.006401098864087057,3.0835
"Thomas, McNerney & Partners",0.06314804033982241,3,1,10,0.006314804033982241,2.364
Teknoinvest,0.04416984531484783,2,1,7,0.006309977902121118,2.1776999999999997
Meritage Funds,0.03152673956637303,1,1,5,0.006305347913274606,3.7148
The Angels' Forum,0.03152673956637303,1,1,5,0.006305347913274606,4.6434999999999995
Abingworth,0.05618439363936811,2,1,9,0.006242710404374235,2.2216
Limburgse Reconversie Maatschappij,0.031179695737386506,2,1,5,0.0062359391474773014,3.2096
Vesalius Biocapital Partners,0.031179695737386506,2,1,5,0.0062359391474773014,4.3828000000000005
Clayton Associates,0.04350724119695604,1,1,7,0.00621532017099372,0.859
Novartis Option Fund,0.01817999441834605,1,1,3,0.006059998139448683,1.2258
Pangaea Ventures,0.042124256838432426,2,1,7,0.006017750976918918,2.198
Pappas Ventures,0.06001703148751897,2,1,10,0.006001703148751897,1.4212
Sofinnova Ventures,0.1541207222396866,5,2,26,0.005927720086141792,3.5762
Wisconsin Investment Partners,0.035484164445993574,1,1,6,0.005914027407665595,3.594
Versant Ventures,0.20565483693799105,6,3,35,0.005875852483942601,5.3096
Team Europe,0.02314405910857108,1,1,4,0.00578601477714277,0.8388
CSK Venture Capital,0.023009440798143762,1,1,4,0.0057523601995359405,0.8402
Life Science Angels,0.06314804033982241,3,1,11,0.005740730939983855,3.4084000000000003
IRDI-ICSO,0.02790034861855176,1,1,5,0.005580069723710352,1.908
Integra Ventures,0.016618190981278612,1,1,3,0.005539396993759538,1.2186
New York Angels,0.08298736129798252,2,3,15,0.005532490753198835,5.3837
Peter Gabriel,0.011064126011966732,1,1,2,0.005532063005983366,1.7248
Nordic Venture Partners,0.04416984531484783,2,1,8,0.0055212306643559785,2.1776999999999997
Volvo Group Venture Capital,0.016488459660312253,1,1,3,0.005496153220104084,1.2452
OrbiMed Advisors,0.15255417751547576,3,2,28,0.005448363482695563,3.5627999999999997
Rocket Internet,0.03245725926295887,1,1,6,0.005409543210493146,2.5871
Quester Capital,0.047648016205764324,3,1,9,0.005294224022862702,1.4778
Ojas Venture Partners,0.02611027958204156,1,1,5,0.005222055916408312,2.0460000000000003
Kennet Partners,0.05712231617559291,1,1,11,0.0051929378341448095,1.7505
RedShift Ventures,0.030946905813816306,1,1,6,0.005157817635636051,1.0737
Emertec Gestion,0.046383779724238086,2,2,9,0.005153753302693121,5.373200000000001
CrÃ©dit Agricole Private Equity,0.1545368194161613,5,3,30,0.005151227313872043,11.1433
VI Partners,0.06180641405746708,2,1,12,0.005150534504788923,3.116
Brightspark Ventures,0.03572354023550163,1,1,7,0.005103362890785947,0.3704
SilkRoad Equity,0.010151429353074008,1,1,2,0.005075714676537004,0.2144
Microsoft,0.019914672866085455,1,1,4,0.004978668216521364,0.5162
Siemer Ventures,0.11353910312061322,3,2,23,0.004936482744374487,6.1291
Bertelsmann Digital Media Investments,0.09373135943901563,3,3,19,0.0049332294441587175,5.363300000000001
Point Judith Capital,0.09156634781594948,4,3,19,0.004819281463997341,4.1783
Saeed Amidi,0.019198375501770733,1,1,4,0.004799593875442683,0.372
Innovacom,0.10722750515734256,3,3,23,0.004662065441623589,4.3545
Georges Harik,0.037064799025551265,1,1,8,0.004633099878193908,0.741
Outlook Ventures,0.032270024789363846,1,1,7,0.004610003541337692,0.8478
Baird Venture Partners,0.06386471955852481,2,2,14,0.004561765682751772,2.7508
Eqvitec Partners Oy,0.017885223874069985,1,1,4,0.004471305968517496,1.4466999999999999
ABRT Venture Fund,0.02205079982832553,1,1,5,0.0044101599656651055,0.3794
Owen Van Natta,0.021997652766802978,1,1,5,0.004399530553360596,0.699
Mousse Partners,0.0260111022605501,1,1,6,0.004335183710091684,1.514
Brent Hoberman,0.025812457379087633,2,2,6,0.004302076229847939,1.4954
Constellation Ventures,0.029696097493654303,1,1,7,0.004242299641950615,0.6069
Pfizer Venture Investments,0.050848299749225466,4,1,12,0.004237358312435455,1.5428
JMI Equity,0.0677962241419461,1,1,16,0.004237264008871631,4.0716
Gilde Healthcare Partners,0.01678238471678451,1,1,4,0.004195596179196128,0.9652
Lundbeckfond Ventures,0.01678238471678451,1,1,4,0.004195596179196128,0.9652
Prospect Venture Partners,0.03728081312542793,1,1,9,0.004142312569491992,0.6464
NESTA Investments,0.03249869841781444,1,1,8,0.004062337302226805,0.5655
Golden Seeds,0.07967864511205672,4,2,20,0.003983932255602836,2.7960000000000003
Naxicap Partners,0.011875870521807868,1,1,3,0.00395862350726929,1.0624
MedImmune Ventures,0.046554636417184915,3,1,12,0.0038795530347654097,1.3716
.406 Ventures,0.06576476279421098,1,2,17,0.003868515458482999,2.9556999999999998
CapDecisif,0.050088029021153044,2,1,13,0.003852925309319465,1.099
Vodafone Ventures,0.019203296592261172,1,1,5,0.0038406593184522344,2.644
DoCoMo Capital,0.030524615631693973,1,1,8,0.0038155769539617466,0.6572
ACE Management,0.02855168765261459,1,1,8,0.0035689609565768238,0.6386
First Analysis,0.024553530595612237,1,1,7,0.0035076472279446055,0.7557
Leo Capital Holdings,0.02096103153913449,1,1,6,0.003493505256522415,1.5364
21Ventures,0.03095839037609196,1,1,9,0.0034398211528991066,0.5632
EspÃ­Â­rito Santo Ventures,0.03679417109294751,1,1,11,0.00334492464481341,0.7176
Aeris Capital,0.01946855543127013,1,1,6,0.0032447592385450217,1.7879999999999998
Tudor Growth Equity,0.024553530595612237,1,1,8,0.0030691913244515296,0.7557
ITU Ventures,0.02453885287569387,2,2,8,0.003067356609461734,1.1539
Starfish Ventures,0.049038659563273926,3,2,16,0.0030649162227046204,2.4204000000000003
Stefan Glaenzer,0.008678443222301841,1,1,3,0.002892814407433947,0.3324
MVM Life Science Partners,0.013898058606747941,1,1,5,0.002779611721349588,1.5693000000000001
CDC Innovation,0.02495365019301529,1,1,9,0.002772627799223921,1.7562000000000002
DFJ Tamir Fishman Ventures,0.019210109265947045,1,1,7,0.002744301323706721,1.1042
American River Ventures,0.021833938711378013,1,1,8,0.0027292423389222516,1.2045000000000001
D.E. Shaw & Co.,0.03504961824082058,1,1,13,0.002696124480063122,0.6099
CEA Investissement,0.024107504737067957,1,1,9,0.0026786116374519953,1.6965
Morningside Group,0.05593395673038783,2,2,21,0.002663521749066087,1.0909
Cross Atlantic Capital Partners,0.021925174190262988,1,1,9,0.0024361304655847764,1.311
Minor Ventures,0.014408568268759667,1,1,6,0.0024014280447932778,0.1118
Cedar Fund,0.047968330249571214,3,2,20,0.002398416512478561,2.7929000000000004
Alven Capital,0.043118844956175975,1,1,20,0.0021559422478087988,0.7048
Delta Partners,0.03373267425283259,1,1,16,0.002108292140802037,3.9732
Harris & Harris Group,0.030946905813816306,1,1,15,0.0020631270542544205,1.0737
Gimv,0.035153830761437514,2,1,18,0.0019529905978576396,3.0238
Domain Associates,0.06952038962602647,3,2,37,0.0018789294493520667,4.2719000000000005
Mobius Venture Capital,0.023851639155521433,1,1,13,0.0018347414735016487,0.8761
Ventures West,0.023728502621016796,1,1,13,0.0018252694323859073,0.474
Seventure Partners,0.03409478868434805,1,1,20,0.0017047394342174025,1.099
Industrifonden,0.02494402563100245,1,1,15,0.00166293504206683,2.1776999999999997
KfW Bankengruppe,0.03453165810460708,1,1,23,0.0015013764393307426,1.3232
Chrysalis Ventures,0.019253663959749326,1,1,13,0.0014810510738268712,1.9962
Investor Growth Capital,0.020223148619710515,1,1,14,0.0014445106156936083,1.5787
Advantage Capital Partners,0.026217475662928758,1,1,19,0.0013798671401541451,0.8675
Excel Venture Management,0.014220563956679836,1,1,11,0.0012927785415163488,0.3803
Conor Venture Partners,0.01056944632734067,1,1,9,0.0011743829252600744,0.8096
Scottish Investment Bank,0.016031320084927077,1,1,14,0.0011450942917805055,4.418
High-Tech Gruenderfonds,0.04793792875721478,3,2,44,0.0010894983808457904,9.8724
Novo Ventures,0.013898058606747941,1,1,14,0.0009927184719105673,2.0924
Commonwealth Capital Ventures,0.018032696495953914,2,2,20,0.0009016348247976958,1.4758
Lilly Ventures,0.007284670597967676,1,1,9,0.0008094078442186307,1.4067
The Social+Capital Partnership,0.013107937526158206,1,1,33,0.00039721022806540017,0.9494
