source,target,company,weight,round_gap_years,source_round,target_round
OVP Venture Partners,Fluke Venture Partners,Vantos,0.4238751936136062,2.861,series-a,series-b
OVP Venture Partners,Outlook Ventures,Vantos,0.4238751936136062,2.861,series-a,series-b
Outlook Ventures,Fluke Venture Partners,Vantos,0.4238751936136062,2.861,series-a,series-b
Outlook Ventures,OVP Venture Partners,Vantos,0.4238751936136062,2.861,series-a,series-b
CommonAngels,Autodesk,Vela Systems,0.3930254529276946,3.113,series-a,series-b
CommonAngels,Commonwealth Capital Ventures,Vela Systems,0.3930254529276946,3.113,series-a,series-b
CommonAngels,GrandBanks Capital,Vela Systems,0.3930254529276946,3.113,series-a,series-b
Commonwealth Capital Ventures,Autodesk,Vela Systems,0.3930254529276946,3.113,series-a,series-b
Commonwealth Capital Ventures,GrandBanks Capital,Vela Systems,0.3930254529276946,3.113,series-a,series-b
GrandBanks Capital,Autodesk,Vela Systems,0.3930254529276946,3.113,series-a,series-b
GrandBanks Capital,Commonwealth Capital Ventures,Vela Systems,0.3930254529276946,3.113,series-a,series-b
LaunchPad Venture Group,Autodesk,Vela Systems,0.3930254529276946,3.113,series-a,series-b
LaunchPad Venture Group,Commonwealth Capital Ventures,Vela Systems,0.3930254529276946,3.113,series-a,series-b
LaunchPad Venture Group,GrandBanks Capital,Vela Systems,0.3930254529276946,3.113,series-a,series-b
Rustic Canyon Partners,Volition Capital,Velocify,0.27427212817988267,4.312,series-a,series-b
Mission Ventures,Crescendo Ventures,Verimatrix,0.656696128687236,1.402,series-a,series-b
Mission Ventures,Siemens Venture Capital,Verimatrix,0.656696128687236,1.402,series-a,series-b
Siemens Venture Capital,Crescendo Ventures,Verimatrix,0.656696128687236,1.402,series-a,series-b
Siemens Venture Capital,Mission Ventures,Verimatrix,0.656696128687236,1.402,series-a,series-b
Bessemer Venture Partners,Highland Capital Partners,Vertica Systems,0.7146700641132044,1.12,series-a,series-b
Bessemer Venture Partners,Kleiner Perkins Caufield & Byers,Vertica Systems,0.7146700641132044,1.12,series-a,series-b
Bessemer Venture Partners,New Enterprise Associates,Vertica Systems,0.7146700641132044,1.12,series-a,series-b
Highland Capital Partners,Bessemer Venture Partners,Vertica Systems,0.7146700641132044,1.12,series-a,series-b
Highland Capital Partners,Kleiner Perkins Caufield & Byers,Vertica Systems,0.7146700641132044,1.12,series-a,series-b
Highland Capital Partners,New Enterprise Associates,Vertica Systems,0.7146700641132044,1.12,series-a,series-b
Artiman Ventures,Globespan Capital Partners,Virident Systems,0.3451918150501863,3.546,series-a,series-b
Artiman Ventures,Sequoia Capital,Virident Systems,0.3451918150501863,3.546,series-a,series-b
Spansion,Artiman Ventures,Virident Systems,0.3451918150501863,3.546,series-a,series-b
Spansion,Globespan Capital Partners,Virident Systems,0.3451918150501863,3.546,series-a,series-b
Spansion,Sequoia Capital,Virident Systems,0.3451918150501863,3.546,series-a,series-b
Battery Ventures,North Bridge Venture Partners,Viridity Software,0.5979976960348802,1.714,series-a,series-b
North Bridge Venture Partners,Battery Ventures,Viridity Software,0.5979976960348802,1.714,series-a,series-b
August Capital,Canaan Partners,Virsto Software,0.5572145480941096,1.949,series-a,series-b
August Capital,Correlation Ventures,Virsto Software,0.5572145480941096,1.949,series-a,series-b
August Capital,InterWest Partners,Virsto Software,0.5572145480941096,1.949,series-a,series-b
August Capital,Southern Cross Venture Partners,Virsto Software,0.5572145480941096,1.949,series-a,series-b
Canaan Partners,August Capital,Virsto Software,0.5572145480941096,1.949,series-a,series-b
Canaan Partners,Correlation Ventures,Virsto Software,0.5572145480941096,1.949,series-a,series-b
Canaan Partners,InterWest Partners,Virsto Software,0.5572145480941096,1.949,series-a,series-b
Canaan Partners,Southern Cross Venture Partners,Virsto Software,0.5572145480941096,1.949,series-a,series-b
Galileo Partners,Inventures Group,VirtuOz,0.37137074050728724,3.302,series-a,series-b
Galileo Partners,Mohr Davidow Ventures,VirtuOz,0.37137074050728724,3.302,series-a,series-b
Flybridge Capital Partners,Citrix Online,Virtual Computer,0.707079685818639,1.155,series-a,series-b
Flybridge Capital Partners,Highland Capital Partners,Virtual Computer,0.707079685818639,1.155,series-a,series-b
Highland Capital Partners,Citrix Online,Virtual Computer,0.707079685818639,1.155,series-a,series-b
Highland Capital Partners,Flybridge Capital Partners,Virtual Computer,0.707079685818639,1.155,series-a,series-b
Atlas Venture,DFJ Esprit,VirtualLogix,0.3474674842316453,3.524,series-a,series-b
Atlas Venture,Index Ventures,VirtualLogix,0.3474674842316453,3.524,series-a,series-b
Atlas Venture,Intel Capital,VirtualLogix,0.3474674842316453,3.524,series-a,series-b
Cisco,Atlas Venture,VirtualLogix,0.3474674842316453,3.524,series-a,series-b
Cisco,DFJ Esprit,VirtualLogix,0.3474674842316453,3.524,series-a,series-b
Cisco,Index Ventures,VirtualLogix,0.3474674842316453,3.524,series-a,series-b
Cisco,Intel Capital,VirtualLogix,0.3474674842316453,3.524,series-a,series-b
Index Ventures,Atlas Venture,VirtualLogix,0.3474674842316453,3.524,series-a,series-b
Index Ventures,DFJ Esprit,VirtualLogix,0.3474674842316453,3.524,series-a,series-b
Index Ventures,Intel Capital,VirtualLogix,0.3474674842316453,3.524,series-a,series-b
Blue Lagoon Capital,Columbia Capital,Virtustream,0.5744083155650556,1.848,series-a,series-b
Blue Lagoon Capital,Intel Capital,Virtustream,0.5744083155650556,1.848,series-a,series-b
Blue Lagoon Capital,Noro-Moseley Partners,Virtustream,0.5744083155650556,1.848,series-a,series-b
Blue Lagoon Capital,QuestMark Partners,Virtustream,0.5744083155650556,1.848,series-a,series-b
Blue Lagoon Capital,TDF Fund (Telecommunications Development Fund),Virtustream,0.5744083155650556,1.848,series-a,series-b
Columbia Capital,Intel Capital,Virtustream,0.5744083155650556,1.848,series-a,series-b
Columbia Capital,Noro-Moseley Partners,Virtustream,0.5744083155650556,1.848,series-a,series-b
Columbia Capital,QuestMark Partners,Virtustream,0.5744083155650556,1.848,series-a,series-b
Columbia Capital,TDF Fund (Telecommunications Development Fund),Virtustream,0.5744083155650556,1.848,series-a,series-b
Intel Capital,Columbia Capital,Virtustream,0.5744083155650556,1.848,series-a,series-b
Intel Capital,Noro-Moseley Partners,Virtustream,0.5744083155650556,1.848,series-a,series-b
Intel Capital,QuestMark Partners,Virtustream,0.5744083155650556,1.848,series-a,series-b
Intel Capital,TDF Fund (Telecommunications Development Fund),Virtustream,0.5744083155650556,1.848,series-a,series-b
Noro-Moseley Partners,Columbia Capital,Virtustream,0.5744083155650556,1.848,series-a,series-b
Noro-Moseley Partners,Intel Capital,Virtustream,0.5744083155650556,1.848,series-a,series-b
Noro-Moseley Partners,QuestMark Partners,Virtustream,0.5744083155650556,1.848,series-a,series-b
Noro-Moseley Partners,TDF Fund (Telecommunications Development Fund),Virtustream,0.5744083155650556,1.848,series-a,series-b
TDFunds,Columbia Capital,Virtustream,0.5744083155650556,1.848,series-a,series-b
TDFunds,Intel Capital,Virtustream,0.5744083155650556,1.848,series-a,series-b
TDFunds,Noro-Moseley Partners,Virtustream,0.5744083155650556,1.848,series-a,series-b
TDFunds,QuestMark Partners,Virtustream,0.5744083155650556,1.848,series-a,series-b
TDFunds,TDF Fund (Telecommunications Development Fund),Virtustream,0.5744083155650556,1.848,series-a,series-b
Comcast Ventures,Dace Ventures,Vitrue,0.6534678051990546,1.418,series-a,series-b
Comcast Ventures,General Catalyst Partners,Vitrue,0.6534678051990546,1.418,series-a,series-b
General Catalyst Partners,Comcast Ventures,Vitrue,0.6534678051990546,1.418,series-a,series-b
General Catalyst Partners,Dace Ventures,Vitrue,0.6534678051990546,1.418,series-a,series-b
SV Angel,Comcast Ventures,Vitrue,0.6534678051990546,1.418,series-a,series-b
SV Angel,Dace Ventures,Vitrue,0.6534678051990546,1.418,series-a,series-b
SV Angel,General Catalyst Partners,Vitrue,0.6534678051990546,1.418,series-a,series-b
Turner Broadcasting,Comcast Ventures,Vitrue,0.6534678051990546,1.418,series-a,series-b
Turner Broadcasting,Dace Ventures,Vitrue,0.6534678051990546,1.418,series-a,series-b
Turner Broadcasting,General Catalyst Partners,Vitrue,0.6534678051990546,1.418,series-a,series-b
Austin Ventures,Mayfield Fund,Vovici,0.6955592961594029,1.21,series-a,series-b
ArrowPath Venture Partners,Comcast Ventures,Vyatta,0.845728859177355,0.559,series-a,series-b
ArrowPath Venture Partners,Panorama Capital,Vyatta,0.845728859177355,0.559,series-a,series-b
ArrowPath Venture Partners,Velocity Interactive Group,Vyatta,0.845728859177355,0.559,series-a,series-b
Panorama Capital,ArrowPath Venture Partners,Vyatta,0.845728859177355,0.559,series-a,series-b
Panorama Capital,Comcast Ventures,Vyatta,0.845728859177355,0.559,series-a,series-b
Panorama Capital,Velocity Interactive Group,Vyatta,0.845728859177355,0.559,series-a,series-b
Velocity Interactive Group,ArrowPath Venture Partners,Vyatta,0.845728859177355,0.559,series-a,series-b
Velocity Interactive Group,Comcast Ventures,Vyatta,0.845728859177355,0.559,series-a,series-b
Velocity Interactive Group,Panorama Capital,Vyatta,0.845728859177355,0.559,series-a,series-b
Carmel Ventures,Greylock Partners,Wanova,0.5472362090647986,2.01,series-a,series-b
Carmel Ventures,Opus Capital,Wanova,0.5472362090647986,2.01,series-a,series-b
Greylock Partners,Carmel Ventures,Wanova,0.5472362090647986,2.01,series-a,series-b
Greylock Partners,Opus Capital,Wanova,0.5472362090647986,2.01,series-a,series-b
Opus Capital,Carmel Ventures,Wanova,0.5472362090647986,2.01,series-a,series-b
Opus Capital,Greylock Partners,Wanova,0.5472362090647986,2.01,series-a,series-b
Gemini Israel ventures,Shasta Ventures,WatchDox,0.4802395553776182,2.445,series-a,series-b
Gemini Israel ventures,Shlomo Kramer,WatchDox,0.4802395553776182,2.445,series-a,series-b
Shlomo Kramer,Gemini Israel ventures,WatchDox,0.4802395553776182,2.445,series-a,series-b
Shlomo Kramer,Shasta Ventures,WatchDox,0.4802395553776182,2.445,series-a,series-b
Charles River Ventures,Chamath Palihapitiya,Wave Accounting,0.7397541544762007,1.005,series-a,series-b
Charles River Ventures,Devdutt Yellurkar,Wave Accounting,0.7397541544762007,1.005,series-a,series-b
Charles River Ventures,John Ruffolo,Wave Accounting,0.7397541544762007,1.005,series-a,series-b
Charles River Ventures,OMERS Ventures,Wave Accounting,0.7397541544762007,1.005,series-a,series-b
Charles River Ventures,The Social+Capital Partnership,Wave Accounting,0.7397541544762007,1.005,series-a,series-b
OMERS Ventures,Chamath Palihapitiya,Wave Accounting,0.7397541544762007,1.005,series-a,series-b
OMERS Ventures,Charles River Ventures,Wave Accounting,0.7397541544762007,1.005,series-a,series-b
OMERS Ventures,Devdutt Yellurkar,Wave Accounting,0.7397541544762007,1.005,series-a,series-b
OMERS Ventures,John Ruffolo,Wave Accounting,0.7397541544762007,1.005,series-a,series-b
OMERS Ventures,The Social+Capital Partnership,Wave Accounting,0.7397541544762007,1.005,series-a,series-b
Allegis Capital,Hummer Winblad Venture Partners,Wavemaker Software,0.4394740572921593,2.741,series-b,series-a
Allegis Capital,Sippl MacDonald Ventures,Wavemaker Software,0.4394740572921593,2.741,series-b,series-a
Allegis Capital,Worldview Technology Partners,Wavemaker Software,0.4394740572921593,2.741,series-b,series-a
Hummer Winblad Venture Partners,Sippl MacDonald Ventures,Wavemaker Software,0.4394740572921593,2.741,series-b,series-a
Hummer Winblad Venture Partners,Worldview Technology Partners,Wavemaker Software,0.4394740572921593,2.741,series-b,series-a
Worldview Technology Partners,Hummer Winblad Venture Partners,Wavemaker Software,0.4394740572921593,2.741,series-b,series-a
Worldview Technology Partners,Sippl MacDonald Ventures,Wavemaker Software,0.4394740572921593,2.741,series-b,series-a
August Capital,Highland Capital Partners,WePay,0.8265007826435233,0.635,series-a,series-b
August Capital,Ignition Partners,WePay,0.8265007826435233,0.635,series-a,series-b
August Capital,Webb Investment Network,WePay,0.8265007826435233,0.635,series-a,series-b
Dave McClure,August Capital,WePay,0.8265007826435233,0.635,series-a,series-b
Dave McClure,Highland Capital Partners,WePay,0.8265007826435233,0.635,series-a,series-b
Dave McClure,Ignition Partners,WePay,0.8265007826435233,0.635,series-a,series-b
Dave McClure,Webb Investment Network,WePay,0.8265007826435233,0.635,series-a,series-b
Max Levchin,August Capital,WePay,0.8265007826435233,0.635,series-a,series-b
Max Levchin,Highland Capital Partners,WePay,0.8265007826435233,0.635,series-a,series-b
Max Levchin,Ignition Partners,WePay,0.8265007826435233,0.635,series-a,series-b
Max Levchin,Webb Investment Network,WePay,0.8265007826435233,0.635,series-a,series-b
Raymond Tonsing,August Capital,WePay,0.8265007826435233,0.635,series-a,series-b
Raymond Tonsing,Highland Capital Partners,WePay,0.8265007826435233,0.635,series-a,series-b
Raymond Tonsing,Ignition Partners,WePay,0.8265007826435233,0.635,series-a,series-b
Raymond Tonsing,Webb Investment Network,WePay,0.8265007826435233,0.635,series-a,series-b
SV Angel,August Capital,WePay,0.8265007826435233,0.635,series-a,series-b
SV Angel,Highland Capital Partners,WePay,0.8265007826435233,0.635,series-a,series-b
SV Angel,Ignition Partners,WePay,0.8265007826435233,0.635,series-a,series-b
SV Angel,Webb Investment Network,WePay,0.8265007826435233,0.635,series-a,series-b
Andy Rachleff,Adam D'Angelo,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Andy Rachleff,Andy Dunn,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Andy Rachleff,Cipora Herman,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Andy Rachleff,"Duff, Ackerman and Goodrich",Wealthfront,0.27881483475680124,4.257,series-a,series-b
Andy Rachleff,Greylock Partners,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Andy Rachleff,Hunter Walk,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Andy Rachleff,Index Ventures,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Andy Rachleff,Matt Mullenweg,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Andy Rachleff,Michael Schroepfer,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Andy Rachleff,Peter Pham,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Andy Rachleff,Satya Patel,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Andy Rachleff,The Social+Capital Partnership,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Ben Horowitz,Adam D'Angelo,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Ben Horowitz,Andy Dunn,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Ben Horowitz,Cipora Herman,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Ben Horowitz,"Duff, Ackerman and Goodrich",Wealthfront,0.27881483475680124,4.257,series-a,series-b
Ben Horowitz,Greylock Partners,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Ben Horowitz,Hunter Walk,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Ben Horowitz,Index Ventures,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Ben Horowitz,Matt Mullenweg,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Ben Horowitz,Michael Schroepfer,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Ben Horowitz,Peter Pham,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Ben Horowitz,Satya Patel,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Ben Horowitz,The Social+Capital Partnership,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Bruce Dunlevie,Adam D'Angelo,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Bruce Dunlevie,Andy Dunn,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Bruce Dunlevie,Cipora Herman,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Bruce Dunlevie,"Duff, Ackerman and Goodrich",Wealthfront,0.27881483475680124,4.257,series-a,series-b
Bruce Dunlevie,Greylock Partners,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Bruce Dunlevie,Hunter Walk,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Bruce Dunlevie,Index Ventures,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Bruce Dunlevie,Matt Mullenweg,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Bruce Dunlevie,Michael Schroepfer,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Bruce Dunlevie,Peter Pham,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Bruce Dunlevie,Satya Patel,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Bruce Dunlevie,The Social+Capital Partnership,Wealthfront,0.27881483475680124,4.257,series-a,series-b
DAG Ventures,Adam D'Angelo,Wealthfront,0.27881483475680124,4.257,series-a,series-b
DAG Ventures,Andy Dunn,Wealthfront,0.27881483475680124,4.257,series-a,series-b
DAG Ventures,Cipora Herman,Wealthfront,0.27881483475680124,4.257,series-a,series-b
DAG Ventures,"Duff, Ackerman and Goodrich",Wealthfront,0.27881483475680124,4.257,series-a,series-b
DAG Ventures,Greylock Partners,Wealthfront,0.27881483475680124,4.257,series-a,series-b
DAG Ventures,Hunter Walk,Wealthfront,0.27881483475680124,4.257,series-a,series-b
DAG Ventures,Index Ventures,Wealthfront,0.27881483475680124,4.257,series-a,series-b
DAG Ventures,Matt Mullenweg,Wealthfront,0.27881483475680124,4.257,series-a,series-b
DAG Ventures,Michael Schroepfer,Wealthfront,0.27881483475680124,4.257,series-a,series-b
DAG Ventures,Peter Pham,Wealthfront,0.27881483475680124,4.257,series-a,series-b
DAG Ventures,Satya Patel,Wealthfront,0.27881483475680124,4.257,series-a,series-b
DAG Ventures,The Social+Capital Partnership,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Doug Mackenzie,Adam D'Angelo,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Doug Mackenzie,Andy Dunn,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Doug Mackenzie,Cipora Herman,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Doug Mackenzie,"Duff, Ackerman and Goodrich",Wealthfront,0.27881483475680124,4.257,series-a,series-b
Doug Mackenzie,Greylock Partners,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Doug Mackenzie,Hunter Walk,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Doug Mackenzie,Index Ventures,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Doug Mackenzie,Matt Mullenweg,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Doug Mackenzie,Michael Schroepfer,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Doug Mackenzie,Peter Pham,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Doug Mackenzie,Satya Patel,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Doug Mackenzie,The Social+Capital Partnership,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Jeffrey Jordan,Adam D'Angelo,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Jeffrey Jordan,Andy Dunn,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Jeffrey Jordan,Cipora Herman,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Jeffrey Jordan,"Duff, Ackerman and Goodrich",Wealthfront,0.27881483475680124,4.257,series-a,series-b
Jeffrey Jordan,Greylock Partners,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Jeffrey Jordan,Hunter Walk,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Jeffrey Jordan,Index Ventures,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Jeffrey Jordan,Matt Mullenweg,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Jeffrey Jordan,Michael Schroepfer,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Jeffrey Jordan,Peter Pham,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Jeffrey Jordan,Satya Patel,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Jeffrey Jordan,The Social+Capital Partnership,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Kevin Compton,Adam D'Angelo,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Kevin Compton,Andy Dunn,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Kevin Compton,Cipora Herman,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Kevin Compton,"Duff, Ackerman and Goodrich",Wealthfront,0.27881483475680124,4.257,series-a,series-b
Kevin Compton,Greylock Partners,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Kevin Compton,Hunter Walk,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Kevin Compton,Index Ventures,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Kevin Compton,Matt Mullenweg,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Kevin Compton,Michael Schroepfer,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Kevin Compton,Peter Pham,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Kevin Compton,Satya Patel,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Kevin Compton,The Social+Capital Partnership,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Marc Andreessen,Adam D'Angelo,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Marc Andreessen,Andy Dunn,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Marc Andreessen,Cipora Herman,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Marc Andreessen,"Duff, Ackerman and Goodrich",Wealthfront,0.27881483475680124,4.257,series-a,series-b
Marc Andreessen,Greylock Partners,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Marc Andreessen,Hunter Walk,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Marc Andreessen,Index Ventures,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Marc Andreessen,Matt Mullenweg,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Marc Andreessen,Michael Schroepfer,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Marc Andreessen,Peter Pham,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Marc Andreessen,Satya Patel,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Marc Andreessen,The Social+Capital Partnership,Wealthfront,0.27881483475680124,4.257,series-a,series-b
Redpoint Ventures,Sutter Hill Ventures,WebVisible,0.466630451429647,2.541,series-a,series-b
RRE Ventures,Ignition Partners,WhipTail,0.8513043074260932,0.537,series-a,series-b
RRE Ventures,Spring Mountain Capital,WhipTail,0.8513043074260932,0.537,series-a,series-b
Spring Mountain Capital,Ignition Partners,WhipTail,0.8513043074260932,0.537,series-a,series-b
Spring Mountain Capital,RRE Ventures,WhipTail,0.8513043074260932,0.537,series-a,series-b
Eric Schmidt,Canaan Partners,WibiData,0.6915716616801837,1.229,series-a,series-b
Eric Schmidt,New Enterprise Associates,WibiData,0.6915716616801837,1.229,series-a,series-b
Mike Olson,Canaan Partners,WibiData,0.6915716616801837,1.229,series-a,series-b
Mike Olson,Eric Schmidt,WibiData,0.6915716616801837,1.229,series-a,series-b
Mike Olson,New Enterprise Associates,WibiData,0.6915716616801837,1.229,series-a,series-b
New Enterprise Associates,Canaan Partners,WibiData,0.6915716616801837,1.229,series-a,series-b
New Enterprise Associates,Eric Schmidt,WibiData,0.6915716616801837,1.229,series-a,series-b
SV Angel,Canaan Partners,WibiData,0.6915716616801837,1.229,series-a,series-b
SV Angel,Eric Schmidt,WibiData,0.6915716616801837,1.229,series-a,series-b
SV Angel,New Enterprise Associates,WibiData,0.6915716616801837,1.229,series-a,series-b
500 Startups,Summit Partners,"Wildfire, a division of Google",0.6189867215970681,1.599,series-a,series-b
Felicis Ventures,Summit Partners,"Wildfire, a division of Google",0.6189867215970681,1.599,series-a,series-b
Gary Vaynerchuk,Summit Partners,"Wildfire, a division of Google",0.6189867215970681,1.599,series-a,series-b
SoftTech VC,Summit Partners,"Wildfire, a division of Google",0.6189867215970681,1.599,series-a,series-b
First Analysis,Ascend Venture Group,Wimba,0.7557216673116631,0.934,series-a,series-b
Gefinor Ventures,Ascend Venture Group,Wimba,0.7557216673116631,0.934,series-a,series-b
The Argentum Group,Ascend Venture Group,Wimba,0.7557216673116631,0.934,series-a,series-b
Tudor Growth Equity,Ascend Venture Group,Wimba,0.7557216673116631,0.934,series-a,series-b
Connecticut Innovations,Chrysalis Ventures,XLerant,0.2975061658865667,4.041,series-a,series-b
Charles River Ventures,FLOODGATE,Xamarin,0.7452428246825605,0.98,series-a,series-b
Charles River Ventures,Ignition Partners,Xamarin,0.7452428246825605,0.98,series-a,series-b
Charles River Ventures,Lead Edge Capital,Xamarin,0.7452428246825605,0.98,series-a,series-b
FLOODGATE,Charles River Ventures,Xamarin,0.7452428246825605,0.98,series-a,series-b
FLOODGATE,Ignition Partners,Xamarin,0.7452428246825605,0.98,series-a,series-b
FLOODGATE,Lead Edge Capital,Xamarin,0.7452428246825605,0.98,series-a,series-b
Ignition Partners,Charles River Ventures,Xamarin,0.7452428246825605,0.98,series-a,series-b
Ignition Partners,FLOODGATE,Xamarin,0.7452428246825605,0.98,series-a,series-b
Ignition Partners,Lead Edge Capital,Xamarin,0.7452428246825605,0.98,series-a,series-b
Intel Capital,Accel Partners,XenSource,0.8271799122541721,0.632,series-a,series-b
Intel Capital,Kleiner Perkins Caufield & Byers,XenSource,0.8271799122541721,0.632,series-a,series-b
Intel Capital,New Enterprise Associates,XenSource,0.8271799122541721,0.632,series-a,series-b
Intel Capital,Sevin Rosen Funds,XenSource,0.8271799122541721,0.632,series-a,series-b
Kleiner Perkins Caufield & Byers,Accel Partners,XenSource,0.8271799122541721,0.632,series-a,series-b
Kleiner Perkins Caufield & Byers,New Enterprise Associates,XenSource,0.8271799122541721,0.632,series-a,series-b
Kleiner Perkins Caufield & Byers,Sevin Rosen Funds,XenSource,0.8271799122541721,0.632,series-a,series-b
Sevin Rosen Funds,Accel Partners,XenSource,0.8271799122541721,0.632,series-a,series-b
Sevin Rosen Funds,Kleiner Perkins Caufield & Byers,XenSource,0.8271799122541721,0.632,series-a,series-b
Sevin Rosen Funds,New Enterprise Associates,XenSource,0.8271799122541721,0.632,series-a,series-b
Altos Ventures,StarVest Partners,Xignite,0.20591589416121397,5.268,series-a,series-b
Startup Capital Ventures,StarVest Partners,Xignite,0.20591589416121397,5.268,series-a,series-b
Ariel Poler,Atomico,Xobni,0.5739367159892873,1.851,series-a,series-b
Ariel Poler,Baseline Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
Ariel Poler,Cisco,Xobni,0.5739367159892873,1.851,series-a,series-b
Ariel Poler,First Round Capital,Xobni,0.5739367159892873,1.851,series-a,series-b
Ariel Poler,Khosla Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
Ariel Poler,RBC Venture Partners,Xobni,0.5739367159892873,1.851,series-a,series-b
Ariel Poler,Relay Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
Atomico,Baseline Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
Atomico,Cisco,Xobni,0.5739367159892873,1.851,series-a,series-b
Atomico,First Round Capital,Xobni,0.5739367159892873,1.851,series-a,series-b
Atomico,Khosla Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
Atomico,RBC Venture Partners,Xobni,0.5739367159892873,1.851,series-a,series-b
Atomico,Relay Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
First Round Capital,Atomico,Xobni,0.5739367159892873,1.851,series-a,series-b
First Round Capital,Baseline Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
First Round Capital,Cisco,Xobni,0.5739367159892873,1.851,series-a,series-b
First Round Capital,Khosla Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
First Round Capital,RBC Venture Partners,Xobni,0.5739367159892873,1.851,series-a,series-b
First Round Capital,Relay Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
Khosla Ventures,Atomico,Xobni,0.5739367159892873,1.851,series-a,series-b
